"t","c","o","h","l","v","date","s"
"1339372800","47.212269628755","47.020187400325","47.212269628755","47.212269628755","390","2012-06-11 00:00:00",""
"1339459200","47.164249071647","47.212269628755","47.164249071647","46.636022943466","190","2012-06-12 00:00:00",""
"1339545600","47.30831074297","47.164249071647","47.404351857185","47.260290185862","1530","2012-06-13 00:00:00",""
"1339632000","46.828105171896","47.30831074297","47.164249071647","46.828105171896","780","2012-06-14 00:00:00",""
"1339891200","47.164249071647","46.828105171896","47.164249071647","46.780084614788","210","2012-06-17 00:00:00",""
"1340064000","47.11622851454","47.164249071647","47.11622851454","46.876125729003","1190","2012-06-19 00:00:00",""
"1340150400","47.11622851454","47.11622851454","47.452372414292","47.11622851454","550","2012-06-20 00:00:00",""
"1340236800","47.11622851454","47.11622851454","47.212269628755","47.020187400325","380","2012-06-21 00:00:00",""
"1340582400","48.028619099581","47.11622851454","48.028619099581","47.30831074297","120","2012-06-25 00:00:00",""
"1340841600","47.596434085614","48.028619099581","48.124660213796","47.596434085614","190","2012-06-28 00:00:00",""
"1341100800","47.596434085614","47.596434085614","47.740495756937","47.548413528507","380","2012-07-01 00:00:00",""
"1341187200","47.452372414292","47.596434085614","47.500392971399","47.452372414292","610","2012-07-02 00:00:00",""
"1341273600","47.548413528507","47.452372414292","47.548413528507","47.404351857185","450","2012-07-03 00:00:00",""
"1341360000","47.452372414292","47.548413528507","47.740495756937","47.452372414292","500","2012-07-04 00:00:00",""
"1341446400","47.548413528507","47.452372414292","47.596434085614","47.452372414292","1640","2012-07-05 00:00:00",""
"1341705600","47.548413528507","47.548413528507","47.548413528507","47.452372414292","320","2012-07-08 00:00:00",""
"1341792000","47.884557428259","47.548413528507","47.884557428259","47.500392971399","470","2012-07-09 00:00:00",""
"1341878400","48.124660213796","47.884557428259","48.41278355644","48.076639656688","280","2012-07-10 00:00:00",""
"1341964800","48.268721885118","48.124660213796","48.364762999333","48.124660213796","1580","2012-07-11 00:00:00",""
"1342051200","48.268721885118","48.268721885118","48.508824670655","48.220701328011","4100","2012-07-12 00:00:00",""
"1342310400","49.085071355944","48.268721885118","49.085071355944","48.028619099581","1370","2012-07-15 00:00:00",""
"1342396800","47.884557428259","49.085071355944","48.844968570407","47.884557428259","1190","2012-07-16 00:00:00",""
"1342483200","48.460804113548","47.884557428259","48.556845227763","47.980598542474","1340","2012-07-17 00:00:00",""
"1342569600","48.989030241729","48.460804113548","49.229133027266","48.460804113548","1260","2012-07-18 00:00:00",""
"1342656000","49.853400269663","48.989030241729","50.28558528363","49.229133027266","5870","2012-07-19 00:00:00",""
"1342915200","49.997461940985","49.853400269663","50.141523612307","49.517256369911","470","2012-07-22 00:00:00",""
"1343001600","50.141523612307","49.997461940985","50.237564726522","49.997461940985","3460","2012-07-23 00:00:00",""
"1343088000","49.90142082677","50.141523612307","49.949441383878","49.229133027266","1650","2012-07-24 00:00:00",""
"1343174400","50.141523612307","49.90142082677","50.381626397844","50.0935030552","4180","2012-07-25 00:00:00",""
"1343260800","50.333605840737","50.141523612307","50.333605840737","50.045482498093","3130","2012-07-26 00:00:00",""
"1343520000","49.90142082677","50.333605840737","50.333605840737","49.661318041233","1600","2012-07-29 00:00:00",""
"1343606400","49.853400269663","49.90142082677","50.0935030552","49.709338598341","1450","2012-07-30 00:00:00",""
"1343692800","49.805379712555","49.853400269663","49.997461940985","49.805379712555","1930","2012-07-31 00:00:00",""
"1343779200","49.90142082677","49.805379712555","49.997461940985","49.757359155448","2180","2012-08-01 00:00:00",""
"1344124800","49.90142082677","49.90142082677","50.141523612307","49.709338598341","430","2012-08-05 00:00:00",""
"1344211200","50.237564726522","49.90142082677","50.381626397844","49.90142082677","3100","2012-08-06 00:00:00",""
"1344297600","50.0935030552","50.237564726522","50.189544169415","50.0935030552","550","2012-08-07 00:00:00",""
"1344384000","50.141523612307","50.0935030552","50.237564726522","50.045482498093","990","2012-08-08 00:00:00",""
"1344729600","49.661318041233","50.141523612307","49.90142082677","49.661318041233","140","2012-08-12 00:00:00",""
"1344816000","49.613297484126","49.661318041233","49.661318041233","49.229133027266","1480","2012-08-13 00:00:00",""
"1344902400","49.853400269663","49.613297484126","49.853400269663","49.373194698589","530","2012-08-14 00:00:00",""
"1344988800","49.421215255696","49.853400269663","49.709338598341","49.421215255696","410","2012-08-15 00:00:00",""
"1345075200","49.325174141481","49.421215255696","49.661318041233","49.037050798837","1350","2012-08-16 00:00:00",""
"1345334400","49.613297484126","49.325174141481","49.613297484126","49.133091913052","120","2012-08-19 00:00:00",""
"1345507200","49.997461940985","49.613297484126","50.045482498093","49.613297484126","2670","2012-08-21 00:00:00",""
"1345593600","50.189544169415","49.997461940985","50.477667512059","50.189544169415","90","2012-08-22 00:00:00",""
"1345680000","49.949441383878","50.189544169415","49.949441383878","49.757359155448","1040","2012-08-23 00:00:00",""
"1345939200","49.997461940985","49.949441383878","49.997461940985","49.517256369911","170","2012-08-26 00:00:00",""
"1346025600","49.997461940985","49.997461940985","50.141523612307","49.949441383878","1140","2012-08-27 00:00:00",""
"1346112000","50.141523612307","49.997461940985","50.141523612307","50.141523612307","360","2012-08-28 00:00:00",""
